PID,Lot_Area,House_Style,Overall_Qual,Overall_Cond,Year_Built,Heating_QC,Central_Air,Gr_Liv_Area,Bedroom_AbvGr,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice,Basement_Area,Full_Bathroom,Half_Bathroom,Total_Bathroom,Deck_Porch_Area,Age_Sold,Season_Sold,Garage_Type_2,Foundation_2,Masonry_Veneer,Lot_Shape_2,House_Style2,Overall_Qual2,Overall_Cond2,Log_Price,Bonus
0923225360,1596,SLvl,4,5,1973,TA,Y,988,2,0,297,11,2009,91000,462,2,0,2,221,36,4,Attached,Cinder Block,N,Regular,SLvl,4,5,11.418614785,0
0923225490,9858,1Story,5,6,1968,TA,Y,874,3,0,288,11,2009,130000,864,2,0,2,33,41,4,Attached,Cinder Block,N,Regular,1Story,5,6,11.775289729,0
0923226270,1526,SFoyer,4,8,1970,TA,Y,630,1,0,286,5,2009,86000,630,2,0,2,0,39,2,Attached,Cinder Block,N,Regular,SFoyer,4,6,11.362102575,0
0923227080,13383,1Story,5,5,1969,Ex,Y,1404,3,1,504,3,2009,160000,1188,2,0,2,16,40,2,Attached,Cinder Block,Y,Irregular,1Story,5,5,11.982929094,0
0923228110,1477,SFoyer,4,4,1970,TA,Y,630,1,0,286,4,2009,80000,630,2,0,2,0,39,2,Attached,Cinder Block,N,Regular,SFoyer,4,4,11.289781914,0
0923228150,1533,2Story,4,6,1970,TA,Y,1344,3,1,0,5,2009,97000,546,1,1,1.1,0,39,2,NA,Cinder Block,N,Regular,2Story,4,6,11.482466257,0
0923228230,2217,2Story,4,4,1970,TA,Y,1092,3,0,286,8,2009,88000,546,1,1,1.1,238,39,3,Attached,Cinder Block,N,Regular,2Story,4,4,11.385092093,0
0923230200,7689,SFoyer,5,8,1972,Gd,Y,796,2,0,336,7,2009,131900,796,1,1,1.1,138,37,3,Detached,Cinder Block,N,Irregular,SFoyer,5,6,11.789799339,0
0923252075,7706,SLvl,6,5,1993,Ex,Y,1091,2,0,429,8,2009,131250,384,1,1,1.1,280,16,3,Attached,Cinder Block,N,Regular,SLvl,6,5,11.78485918,0
0923275040,9101,SFoyer,5,6,1978,Ex,Y,1110,1,1,602,7,2009,165500,1097,2,0,2,333,31,3,Attached,Concrete/Slab,Y,Irregular,SFoyer,5,6,12.016726474,0
0923275140,8780,1Story,5,5,1985,Ex,Y,833,3,0,0,3,2009,112000,833,2,0,2,0,24,2,NA,Cinder Block,N,Irregular,1Story,5,5,11.62625415,0
0923276260,7669,SFoyer,5,6,1992,TA,Y,883,2,1,698,6,2009,149000,828,2,0,2,132,17,3,Detached,Concrete/Slab,N,Regular,SFoyer,5,6,11.911701585,0
0923400025,14115,1.5Fin,5,5,1993,Ex,Y,1362,1,0,480,10,2009,143000,796,2,1,2.1,390,16,4,Attached,Concrete/Slab,N,Irregular,1.5Fin,5,5,11.870599909,0
0923400110,10429,2Story,5,5,1992,TA,Y,1287,3,0,440,7,2009,130000,624,1,1,1.1,150,17,3,Detached,Concrete/Slab,N,Regular,2Story,5,5,11.775289729,0
0526351030,11029,1Story,6,8,1958,Ex,Y,1414,3,1,601,5,2008,176500,1184,2,0,2,241,50,2,Attached,Cinder Block,N,Irregular,1Story,6,6,12.081076155,1
0527106050,8139,2Story,6,5,1995,Gd,Y,1470,3,1,420,10,2008,165000,680,2,1,2.1,241,13,4,Attached,Concrete/Slab,Y,Regular,2Story,6,5,12.013700753,0
0527107090,14137,1Story,5,5,1996,Gd,Y,1384,3,0,404,11,2008,177900,1348,3,0,3,39,12,4,Attached,Concrete/Slab,N,Irregular,1Story,5,5,12.088976874,1
0527107210,21872,2Story,7,5,1996,Ex,Y,1446,3,1,406,8,2008,175000,729,2,2,2.2,286,12,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.072541253,0
0527140090,5395,1Story,8,5,1993,Gd,Y,1337,2,1,462,10,2008,180000,1337,3,0,3,264,15,4,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.10071213,1
0527145090,5070,1Story,8,5,1992,Ex,Y,1280,2,0,506,8,2008,180000,1280,2,0,2,226,16,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.10071213,1
0527183030,4671,1Story,8,5,1988,Gd,Y,1228,2,1,472,10,2008,189000,1228,3,0,3,288,20,4,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.149502294,1
0527183060,5950,1Story,8,5,1989,Gd,Y,1337,2,1,462,4,2008,188500,1337,3,0,3,73,19,2,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.146853286,1
0527226020,31220,1Story,6,2,1952,TA,Y,1474,3,2,495,5,2008,115000,1632,1,0,1,0,56,2,Attached,Cinder Block,N,Irregular,1Story,6,4,11.652687407,0
0527302050,12090,1Story,6,6,1981,TA,Y,1422,3,1,576,6,2008,175500,1422,2,0,2,276,27,3,Attached,Cinder Block,Y,Irregular,1Story,6,6,12.075394322,1
0527302070,10825,1Story,7,7,1983,TA,Y,1260,3,0,598,7,2008,181900,1260,3,0,3,152,25,3,Attached,Cinder Block,Y,Irregular,1Story,6,6,12.111212365,1
0527325240,13068,1Story,6,5,1976,TA,Y,1211,3,1,461,11,2008,161000,1211,3,0,3,174,32,4,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.989159644,0
0527357110,9743,2Story,5,6,1969,Gd,Y,1308,3,0,484,6,2008,146900,720,1,1,1.1,0,39,3,Detached,Cinder Block,N,Regular,2Story,5,6,11.897507362,0
0527359030,10400,1Story,6,5,1976,TA,Y,1444,2,1,473,4,2008,159900,1444,2,0,2,24,32,2,Attached,Cinder Block,Y,Regular,1Story,6,5,11.982303899,0
0527378020,10000,1Story,5,6,1973,Gd,Y,1178,3,1,439,11,2008,157000,1176,1,2,1.2,224,35,4,Attached,Cinder Block,N,Regular,1Story,5,6,11.964001084,0
0527402060,9750,1Story,6,8,1969,Gd,Y,1054,3,0,460,7,2008,151000,1054,2,1,2.1,260,39,3,Attached,Cinder Block,N,Regular,1Story,6,6,11.925035116,0
0527402130,10295,1Story,4,6,1969,TA,Y,936,2,0,288,9,2008,111900,936,1,0,1,16,39,4,Attached,Cinder Block,Y,Regular,1Story,4,6,11.625360894,0
0527403360,7560,1Story,5,5,1971,TA,Y,864,3,0,576,5,2008,123000,864,2,0,2,0,37,2,Detached,Cinder Block,N,Regular,1Story,5,5,11.719939634,0
0527425035,12735,1Story,4,5,1972,TA,Y,864,3,0,576,4,2008,111250,864,1,0,1,216,36,2,Detached,Cinder Block,N,Irregular,1Story,4,5,11.6195352,0
0527450110,1680,2Story,6,5,1973,TA,Y,987,2,0,264,2,2008,103400,483,1,2,1.2,52,35,1,Detached,Cinder Block,Y,Regular,2Story,6,5,11.546360241,0
0527450250,1680,2Story,6,5,1973,TA,Y,987,2,0,264,11,2008,100000,483,2,1,2.1,0,35,4,Detached,Cinder Block,Y,Regular,2Story,6,5,11.512925465,0
0527450520,1890,2Story,6,6,1972,Gd,Y,987,2,0,352,4,2008,100500,483,1,1,1.1,411,36,2,Detached,Cinder Block,Y,Regular,2Story,6,6,11.517913006,0
0527451060,1869,2Story,6,6,1970,TA,Y,987,2,0,280,9,2008,106000,483,1,1,1.1,0,38,4,Detached,Cinder Block,Y,Regular,2Story,6,6,11.571194373,0
0527451400,1680,2Story,6,3,1971,TA,Y,987,2,0,264,8,2008,89500,483,1,1,1.1,0,37,3,Detached,Cinder Block,Y,Regular,2Story,6,4,11.401993904,0
0527451550,1680,2Story,5,5,1972,TA,Y,1302,3,0,264,12,2008,111750,630,2,1,2.1,0,36,1,Detached,Cinder Block,Y,Regular,2Story,5,5,11.624019512,0
0527453160,2308,2Story,6,6,1975,Gd,Y,1456,4,0,460,5,2008,143000,855,2,1,2.1,0,33,2,Attached,Cinder Block,N,Regular,2Story,6,6,11.870599909,0
0527454120,2529,1Story,7,6,1977,Fa,Y,1055,2,0,440,9,2008,148500,1055,2,0,2,38,31,4,Attached,Cinder Block,N,Regular,1Story,6,6,11.908340237,0
0527455270,9477,1Story,5,5,1966,TA,Y,892,3,0,264,10,2008,110000,864,1,0,1,0,42,4,Attached,Cinder Block,Y,Regular,1Story,5,5,11.608235645,0
0528181010,12304,1Story,7,5,2005,Ex,Y,1367,2,1,484,6,2008,192000,1367,2,0,2,33,3,3,Attached,Concrete/Slab,Y,,1Story,6,5,12.165250651,1
0528186160,6240,1Story,8,5,2006,Ex,Y,1342,2,1,550,6,2008,234250,1342,3,0,3,35,2,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.3641442,1
0528186170,6240,1Story,8,5,2006,Ex,Y,1342,2,1,550,2,2008,219500,1342,2,0,2,35,2,1,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.299107511,1
0528190010,8198,1Story,7,5,2004,Ex,Y,1358,2,1,484,7,2008,207000,1358,3,0,3,222,4,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.240474072,1
0528228345,3940,1Story,7,5,2003,Ex,Y,1455,2,1,644,8,2008,195000,1415,3,0,3,320,5,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.180754838,1
0528228465,3182,1Story,7,5,2007,Ex,Y,1266,2,1,388,3,2008,159895,1266,2,0,2,116,1,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.982272629,0
0528235180,9587,SLvl,7,5,2005,Ex,Y,1166,2,0,400,7,2008,190000,856,3,0,3,212,3,3,Attached,Concrete/Slab,Y,Irregular,SLvl,6,5,12.154779351,1
0528240040,8029,2Story,6,5,2005,Ex,Y,1456,3,0,400,7,2008,176000,728,2,1,2.1,124,3,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.078239274,1
0528290010,15384,2Story,7,5,2004,Ex,Y,1490,3,1,388,2,2008,184000,788,3,1,3.1,175,4,1,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.122691037,1
0528290090,7750,2Story,7,5,2002,Ex,Y,1414,3,1,403,4,2008,176000,707,2,1,2.1,135,6,2,Attached,Concrete/Slab,,Regular,2Story,6,5,12.078239274,1
0528439010,10037,1Story,8,5,2006,Ex,Y,1460,3,1,480,8,2008,247000,1460,2,0,2,20,2,3,Attached,Concrete/Slab,,Regular,1Story,6,5,12.417143616,1
0531363060,7500,1Story,7,5,2004,Ex,Y,1080,3,0,0,4,2008,141000,1080,2,0,2,0,4,2,NA,Concrete/Slab,Y,Regular,1Story,6,5,11.856515169,0
0531375050,13072,1Story,6,5,2005,Ex,Y,1175,3,0,0,6,2008,146000,1175,2,0,2,90,3,3,NA,Concrete/Slab,Y,Regular,1Story,6,5,11.891361901,0
0531375110,13695,1Story,5,5,2004,Ex,Y,1114,3,0,576,6,2008,159000,1114,2,1,2.1,102,4,3,Detached,Concrete/Slab,N,Regular,1Story,5,5,11.976659481,0
0531375120,13695,1Story,6,5,2003,Ex,Y,1114,3,0,576,7,2008,155000,1114,2,0,2,78,5,3,Detached,Concrete/Slab,N,Regular,1Story,6,5,11.951180396,0
0531376070,9260,1Story,7,5,2007,Ex,Y,1162,3,0,483,3,2008,170000,1162,2,0,2,32,1,2,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.043553716,0
0531450090,7153,1Story,6,5,1991,Gd,Y,1294,3,0,496,6,2008,179200,1278,3,0,3,163,17,3,Attached,Cinder Block,Y,Regular,1Story,6,5,12.09625778,1
0531452140,7892,1Story,6,5,1993,Ex,Y,1199,2,0,530,3,2008,153900,1199,2,0,2,63,15,2,Attached,Concrete/Slab,N,Regular,1Story,6,5,11.94405832,0
0532351050,9100,1Story,5,5,1963,TA,Y,984,3,1,384,8,2008,128000,984,2,0,2,201,45,3,Attached,Concrete/Slab,N,Regular,1Story,5,5,11.759785543,0
0532353050,12968,1Story,5,6,1962,TA,Y,912,2,0,352,9,2008,144000,912,2,0,2,316,46,4,Detached,Cinder Block,N,Irregular,1Story,5,6,11.877568579,0
0532354150,8100,1Story,5,8,1961,Ex,Y,864,3,1,420,7,2008,135000,864,2,0,2,132,47,3,Detached,Cinder Block,N,Regular,1Story,5,6,11.813030057,0
0532376170,8450,1Story,5,5,1968,Gd,N,890,3,0,308,4,2008,115000,890,2,0,2,0,40,2,Detached,Cinder Block,N,Regular,1Story,5,5,11.652687407,0
0532378200,6768,1Story,6,8,1961,Gd,Y,912,3,0,288,5,2008,142000,912,2,1,2.1,168,47,2,Detached,Cinder Block,N,Irregular,1Story,6,6,11.863582337,0
0532477030,19508,1Story,6,5,1974,TA,Y,1430,3,2,484,7,2008,192000,1430,2,1,2.1,225,34,3,Attached,Cinder Block,Y,Regular,1Story,6,5,12.165250651,1
0533206050,4282,1Story,7,5,2004,Ex,Y,1391,2,0,530,7,2008,196000,1391,2,0,2,314,4,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.185869938,1
0533208080,4017,2Story,7,5,2006,Ex,Y,1250,2,0,625,3,2008,171900,625,2,1,2.1,54,2,2,Detached,Concrete/Slab,N,Irregular,2Story,6,5,12.054668191,0
0533208140,3435,1Story,7,5,2004,Ex,Y,1245,1,0,495,6,2008,178000,1235,2,0,2,100,4,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.089538829,1
0533212050,3180,2Story,6,5,2005,Ex,Y,1200,2,0,480,5,2008,165000,600,3,1,3.1,166,3,2,Detached,Concrete/Slab,N,Regular,2Story,6,5,12.013700753,0
0533215030,4538,1Story,9,5,2001,Ex,Y,1310,1,1,545,7,2008,285000,1310,2,1,2.1,322,7,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.560244459,1
0533215040,4385,1Story,9,5,2001,Ex,Y,1419,2,1,588,9,2008,290000,1419,2,1,2.1,213,7,4,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.577636202,1
0533217050,2160,2Story,7,5,1999,Ex,Y,1252,2,0,462,3,2008,160000,600,3,1,3.1,48,9,2,Detached,Concrete/Slab,Y,Regular,2Story,6,5,11.982929094,0
0533217060,2160,SLvl,7,5,1999,Ex,Y,1404,3,0,462,6,2008,170000,672,3,1,3.1,20,9,3,Detached,Concrete/Slab,Y,Regular,SLvl,6,5,12.043553716,0
0533250050,14963,1Story,8,5,1996,Ex,Y,1288,1,2,500,12,2008,245500,1260,2,1,2.1,374,12,1,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.411052226,1
0533250110,11064,1Story,8,5,1995,Ex,Y,1239,1,1,477,8,2008,217500,1230,2,1,2.1,196,13,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.28995413,1
0533251120,11120,1Story,6,6,1984,TA,Y,1232,3,0,516,6,2008,162500,1232,2,0,2,0,24,3,Attached,Concrete/Slab,N,Irregular,1Story,6,6,11.998433281,0
0534127210,11104,SLvl,6,6,1969,Gd,Y,1427,4,0,516,5,2008,183000,1427,2,1,2.1,216,39,2,Attached,Cinder Block,N,Irregular,SLvl,6,6,12.117241432,1
0534201240,8814,2Story,5,6,1968,Ex,Y,1464,4,0,470,6,2008,141000,732,1,1,1.1,40,40,3,Attached,Cinder Block,N,Regular,2Story,5,6,11.856515169,0
0534202130,8872,1Story,5,8,1965,Ex,Y,912,2,0,576,12,2008,147000,912,2,0,2,240,43,1,Detached,Cinder Block,Y,Regular,1Story,5,6,11.898187866,0
0534204030,8125,1Story,5,7,1965,Ex,Y,925,3,0,576,7,2008,135000,912,2,0,2,233,43,3,Detached,Cinder Block,N,Regular,1Story,5,6,11.813030057,0
0534252090,12122,SFoyer,7,9,1961,Gd,Y,999,3,0,588,7,2008,178400,944,2,0,2,220,47,3,Attached,Cinder Block,Y,Irregular,SFoyer,6,6,12.091783499,1
0534276190,7785,1Story,5,5,1956,TA,Y,1014,2,0,267,3,2008,98000,0,1,0,1,200,52,2,Attached,Concrete/Slab,N,Irregular,1Story,5,5,11.492722758,0
0534277060,8593,1Story,4,6,1957,Ex,Y,907,3,0,352,7,2008,109008,907,1,0,1,0,51,3,Detached,Cinder Block,N,Irregular,1Story,4,6,11.599176553,0
0534277070,8475,1Story,4,7,1956,Ex,Y,952,2,0,283,4,2008,135750,952,1,0,1,0,52,2,Detached,Cinder Block,N,Irregular,1Story,4,6,11.818570238,0
0534400030,8700,1Story,5,6,1963,Gd,Y,1128,3,0,525,12,2008,155000,1120,3,0,3,212,45,1,Attached,Cinder Block,Y,Regular,1Story,5,6,11.951180396,0
0534400060,10175,1Story,6,5,1964,Gd,Y,1425,3,1,576,7,2008,180500,1425,2,0,2,407,44,3,Attached,Cinder Block,Y,Irregular,1Story,6,5,12.103486057,1
0534401130,9020,SLvl,6,7,1966,TA,Y,1165,3,0,490,5,2008,174900,1127,2,1,2.1,129,42,2,Attached,Cinder Block,Y,Regular,SLvl,6,6,12.071969661,0
0534401190,9200,1Story,6,6,1965,TA,Y,1136,3,1,384,7,2008,140000,1136,2,0,2,426,43,3,Attached,Cinder Block,N,Regular,1Story,6,6,11.849397702,0
0534403050,8250,1Story,6,7,1964,Ex,Y,1092,3,0,504,7,2008,145000,1092,2,0,2,0,44,3,Attached,Cinder Block,Y,Regular,1Story,6,6,11.884489021,0
0534403080,9350,SLvl,5,8,1965,Gd,Y,1265,3,1,502,10,2008,179900,1219,2,1,2.1,188,43,4,Attached,Concrete/Slab,N,Regular,SLvl,5,6,12.10015642,1
0534403100,9020,SLvl,6,5,1964,TA,Y,1350,3,0,520,6,2008,168500,1248,2,1,2.1,176,44,3,Attached,Cinder Block,Y,Regular,SLvl,6,5,12.034691029,0
0534426040,10007,1Story,5,7,1959,Ex,Y,1053,3,0,312,8,2008,145500,1053,2,1,2.1,0,49,3,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.887931366,0
0534427040,10721,1Story,6,6,1959,Ex,Y,1252,3,0,528,10,2008,142000,1252,1,0,1,39,49,4,Detached,Cinder Block,Y,Irregular,1Story,6,6,11.863582337,0
0534428020,12493,1Story,4,5,1960,TA,Y,1100,3,1,312,4,2008,141000,1100,2,0,2,355,48,2,Attached,Concrete/Slab,N,Irregular,1Story,4,5,11.856515169,0
0534428100,11332,1Story,5,7,1960,Ex,Y,1118,3,0,264,8,2008,153000,1118,2,0,2,290,48,3,Attached,Cinder Block,N,Irregular,1Story,5,6,11.9381932,0
0534451080,6627,1Story,3,6,1949,TA,N,720,2,0,287,7,2008,72500,0,1,0,1,0,59,3,Detached,Cinder Block,N,Irregular,1Story,4,6,11.191341841,0
0534451170,4130,1Story,3,6,1935,Gd,Y,729,2,0,0,7,2008,52000,270,1,0,1,0,73,3,NA,Cinder Block,N,Irregular,1Story,4,6,10.858998998,0
0534452060,7420,1.5Unf,5,6,1939,Ex,Y,1077,2,2,205,1,2008,118000,991,2,0,2,4,69,1,Attached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.678439903,0
0534453140,4882,2Story,4,7,1937,TA,Y,906,2,0,231,9,2008,87000,348,1,0,1,0,71,4,Attached,Concrete/Slab,N,Irregular,2Story,4,6,11.373663398,0
0534455030,9600,1Story,5,6,1960,TA,Y,1496,3,0,450,2,2008,141500,1296,2,0,2,22,48,1,Attached,Cinder Block,Y,Regular,1Story,5,6,11.860054996,0
0534477090,9600,1Story,5,8,1950,Gd,Y,1337,3,1,264,9,2008,141500,572,2,0,2,192,58,4,Attached,Cinder Block,N,Regular,1Story,5,6,11.860054996,0
0534479150,7584,1Story,5,5,1953,Ex,Y,1036,3,0,312,6,2008,112900,1036,1,0,1,144,55,3,Attached,Cinder Block,Y,Regular,1Story,5,5,11.63425775,0
0535104020,10197,1Story,6,5,1961,TA,Y,1362,3,1,504,6,2008,163000,1362,2,1,2.1,20,47,3,Attached,Cinder Block,Y,Irregular,1Story,6,5,12.00150548,0
0535105030,7875,1Story,5,6,1961,Gd,Y,1144,3,0,456,9,2008,139950,1144,2,0,2,0,47,4,Attached,Cinder Block,Y,Regular,1Story,5,6,11.849040495,0
0535105090,9150,SLvl,6,5,1962,Gd,Y,1431,3,1,296,12,2008,165000,1099,1,1,1.1,174,46,1,Attached,Cinder Block,Y,Irregular,SLvl,6,5,12.013700753,0
0535150210,7390,1Story,5,7,1955,TA,Y,1098,3,0,260,7,2008,135000,1098,2,0,2,0,53,3,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.813030057,0
0535150280,9204,1Story,5,5,1963,TA,Y,1144,3,0,336,8,2008,124000,1144,2,1,2.1,88,45,3,Detached,Cinder Block,N,Regular,1Story,5,5,11.728036845,0
0535151160,7763,1Story,5,7,1962,TA,Y,1283,3,0,506,10,2008,140000,931,2,0,2,0,46,4,Detached,Cinder Block,N,Regular,1Story,5,6,11.849397702,0
0535152200,8856,1Story,5,4,1957,TA,Y,1176,3,2,292,5,2008,136500,1176,2,0,2,183,51,2,Attached,Cinder Block,Y,Regular,1Story,5,4,11.824079894,0
0535153140,9840,1Story,5,7,1959,TA,Y,1440,2,0,480,6,2008,185000,1248,3,0,3,406,49,3,Attached,Cinder Block,N,Regular,1Story,5,6,12.128111104,1
0535153150,9120,1Story,6,6,1958,Ex,Y,1261,3,1,433,11,2008,163000,1261,2,0,2,288,50,4,Attached,Cinder Block,N,Regular,1Story,6,6,12.00150548,0
0535178060,9000,1Story,6,5,1956,Gd,Y,1196,2,1,297,5,2008,139000,1196,2,0,2,44,52,2,Attached,Cinder Block,Y,Regular,1Story,6,5,11.842229212,0
0535179060,11900,1Story,6,5,1957,TA,Y,1392,3,2,458,6,2008,166000,1392,2,1,2.1,192,51,3,Attached,Cinder Block,Y,Irregular,1Story,6,5,12.019743067,0
0535180100,9464,1Story,6,7,1958,Gd,Y,1080,3,0,288,6,2008,136000,1080,1,0,1,130,50,3,Attached,Cinder Block,Y,Regular,1Story,6,6,11.820410165,0
0535180120,10425,1Story,5,5,1956,Gd,Y,1104,3,0,384,4,2008,133000,1104,2,0,2,0,52,2,Attached,Cinder Block,N,Regular,1Story,5,5,11.798104407,0
0535301080,11556,1Story,5,6,1952,Ex,Y,882,2,0,240,5,2008,116000,720,2,0,2,0,56,2,Attached,Cinder Block,Y,Regular,1Story,5,6,11.66134547,0
0535302130,9373,1Story,5,6,1953,TA,Y,1152,3,0,636,5,2008,137500,1152,1,1,1.1,0,55,2,Detached,Cinder Block,Y,Irregular,1Story,5,6,11.831379196,0
0535302140,12774,1Story,5,5,1953,TA,N,950,2,0,400,7,2008,130000,984,1,0,1,32,55,3,Detached,Concrete/Slab,N,Regular,1Story,5,5,11.775289729,0
0535375140,10122,1Story,4,6,1948,TA,N,869,1,0,390,8,2008,89900,0,1,0,1,0,60,3,Detached,Concrete/Slab,N,Regular,1Story,4,6,11.40645322,0
0535375160,7506,1.5Fin,5,8,1925,TA,Y,1159,3,0,288,5,2008,114000,747,1,0,1,84,83,2,Detached,Concrete/Slab,N,Regular,1.5Fin,5,6,11.643953727,0
0535380110,5400,1Story,4,7,1940,Gd,Y,672,2,0,308,7,2008,86900,672,1,0,1,196,68,3,Detached,Concrete/Slab,N,Regular,1Story,4,6,11.372513311,0
0535380140,10836,1.5Fin,5,5,1922,Ex,Y,1436,3,1,1488,6,2008,139000,892,1,1,1.1,0,86,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,5,5,11.842229212,0
0535383100,10800,2Story,4,7,1900,TA,N,1294,3,0,0,8,2008,106250,0,2,0,2,334,108,3,NA,Brick/Tile/Stone,N,Regular,2Story,4,6,11.573550087,0
0535403010,10180,1Story,5,6,1968,TA,Y,1044,3,1,372,6,2008,139000,912,1,2,1.2,248,40,3,Attached,Cinder Block,N,Irregular,1Story,5,6,11.842229212,0
0535425060,11355,1Story,7,7,1958,Ex,Y,1312,3,1,495,4,2008,186000,1312,1,1,1.1,304,50,2,Attached,Cinder Block,Y,Irregular,1Story,6,6,12.133501953,1
0535426260,10920,1Story,6,5,1960,TA,Y,1253,2,1,352,5,2008,157000,1253,2,1,2.1,213,48,2,Attached,Cinder Block,Y,Irregular,1Story,6,5,11.964001084,0
0535426350,12929,1Story,6,6,1960,TA,Y,1081,3,0,401,6,2008,148000,1081,2,0,2,118,48,3,,Cinder Block,Y,Irregular,1Story,6,6,11.904967553,0
0535451010,8892,1Story,5,7,1953,Gd,Y,910,3,0,414,10,2008,116000,105,1,0,1,196,55,4,Attached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.66134547,0
0535451230,7200,1Story,5,5,1950,Gd,Y,1048,3,0,420,7,2008,98300,0,1,0,1,27,58,3,Detached,Cinder Block,N,Regular,1Story,5,5,11.495779306,0
0535453020,8000,1Story,5,6,1959,Gd,Y,1256,3,0,311,5,2008,159000,1256,2,1,2.1,240,49,2,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.976659481,0
0535453040,8000,1Story,5,5,1962,TA,Y,1027,3,0,299,11,2008,125900,1027,1,1,1.1,0,46,4,Attached,Cinder Block,N,Regular,1Story,5,5,11.74324322,0
0535453210,7931,1Story,5,6,1960,TA,Y,1269,3,1,308,6,2008,155000,1269,1,1,1.1,0,48,3,Detached,Cinder Block,N,Regular,1Story,5,6,11.951180396,0
0535454150,8064,1.5Fin,6,6,1948,Ex,Y,1320,3,0,576,9,2008,138000,768,2,0,2,108,60,4,Detached,Cinder Block,N,Regular,1.5Fin,6,6,11.835008964,0
0535455060,6390,1.5Unf,6,7,1954,TA,Y,984,2,0,280,6,2008,112500,936,2,0,2,0,54,3,Detached,Cinder Block,N,Regular,1Story,6,6,11.630708501,0
0535455080,7227,1.5Unf,6,6,1954,Gd,Y,832,2,0,528,6,2008,105500,832,1,0,1,0,54,3,Detached,Cinder Block,N,Regular,1Story,6,6,11.566466232,0
0535455090,7200,1.5Fin,6,5,1954,Fa,Y,1278,4,0,240,4,2008,127500,854,1,0,1,0,54,2,Attached,Cinder Block,N,Regular,1.5Fin,6,5,11.755871644,0
0535456100,7200,1Story,5,7,1954,TA,Y,825,2,0,350,7,2008,109500,825,1,1,1.1,0,54,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.603679828,0
0535477090,7590,1Story,5,5,1963,Ex,Y,1117,3,0,264,5,2008,136870,1117,1,0,1,0,45,2,Attached,Cinder Block,N,Regular,1Story,5,5,11.826786849,0
0902100030,5232,1Story,5,5,1925,Gd,N,764,2,0,504,6,2008,73000,680,1,0,1,0,83,3,Detached,Brick/Tile/Stone,N,,1Story,5,5,11.19821472,0
0902103150,9184,1.5Fin,5,7,1948,Ex,Y,1323,3,0,400,7,2008,122600,780,1,0,1,0,60,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,5,6,11.716682302,0
0902105010,4800,2Story,5,5,1910,Fa,N,1360,2,0,330,1,2008,111000,680,1,0,1,242,98,1,Attached,Brick/Tile/Stone,N,Regular,2Story,5,5,11.61728548,0
0902105130,4800,1Story,5,4,1940,TA,Y,672,2,0,256,8,2008,64000,672,1,0,1,0,68,3,Detached,Cinder Block,N,Regular,1Story,5,4,11.066638362,0
0902107030,6000,2.5Unf,6,7,1915,Gd,Y,1456,4,0,308,6,2008,139500,728,1,1,1.1,0,93,3,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.84581988,0
0902128075,5400,1Story,7,6,1920,TA,Y,1027,2,1,0,2,2008,120000,931,1,1,1.1,28,88,1,NA,Cinder Block,N,Regular,1Story,6,6,11.695247022,0
0902128150,10800,1.5Fin,6,6,1940,TA,Y,1436,3,2,828,5,2008,155000,884,2,0,2,0,68,2,Detached,Cinder Block,N,Regular,1.5Fin,6,6,11.951180396,0
0902134100,6756,1Story,5,6,1910,TA,N,899,2,0,200,9,2008,78000,481,1,0,1,0,98,4,Detached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.264464106,0
0902136110,5914,1.5Fin,5,9,1890,Gd,Y,1080,3,0,0,9,2008,95000,684,1,0,1,165,118,4,NA,Brick/Tile/Stone,N,Regular,1.5Fin,5,6,11.461632171,0
